time;SamplingFrequency;ECG;Pulse
0.75702;1000;512;515
0.75802;1000;515;515
0.75902;1000;519;514
0.76002;1000;526;512
0.76102;1000;527;513
0.76202;1000;524;518
0.76302;1000;518;513
0.76402;1000;511;517
0.76502;1000;508;513
0.76602;1000;507;515
0.76702;1000;508;515
0.76802;1000;509;515
0.76902;1000;510;514
0.77002;1000;509;514
0.77102;1000;507;516
0.77202;1000;506;516
0.77302;1000;504;515
0.77402;1000;504;518
0.77502;1000;506;513
0.77602;1000;508;516
0.77702;1000;510;516
0.77802;1000;513;515
0.77902;1000;516;515
0.78002;1000;519;512
0.78102;1000;520;514
0.78202;1000;520;514
0.78302;1000;519;515
0.78402;1000;519;514
0.78502;1000;519;512
0.78602;1000;518;515
0.78702;1000;516;515
0.78802;1000;515;514
0.78902;1000;514;515
0.79002;1000;513;513
0.79102;1000;510;512
0.79202;1000;510;517
0.79302;1000;508;514
0.79402;1000;509;513
0.79502;1000;511;512
0.79602;1000;511;515
0.79702;1000;513;514
0.79802;1000;519;513
0.79902;1000;524;514
0.80002;1000;526;511
0.80102;1000;523;513
0.80202;1000;520;514
0.80302;1000;518;513
0.80402;1000;517;514
0.80502;1000;517;512
0.80602;1000;518;514
0.80702;1000;519;514
0.80802;1000;519;514
0.80902;1000;520;513
0.81002;1000;519;514
0.81102;1000;518;518
0.81202;1000;515;512
0.81302;1000;513;515
0.81402;1000;513;513
0.81502;1000;515;513
0.81602;1000;516;513
0.81702;1000;519;516
0.81802;1000;522;514
0.81902;1000;525;515
0.82002;1000;528;513
0.82102;1000;531;515
0.82202;1000;532;515
0.82302;1000;533;515
0.82402;1000;532;514
0.82502;1000;532;512
0.82602;1000;531;514
0.82702;1000;531;518
0.82802;1000;530;513
0.82902;1000;527;515
0.83002;1000;523;512
0.83102;1000;519;514
0.83202;1000;517;515
0.83302;1000;515;515
0.83402;1000;513;514
0.83502;1000;513;513
0.83602;1000;512;513
0.83702;1000;514;517
0.83802;1000;516;514
0.83902;1000;516;516
0.84002;1000;517;515
0.84102;1000;515;515
0.84202;1000;515;516
0.84302;1000;514;515
0.84402;1000;512;516
0.84502;1000;511;513
0.84602;1000;511;515
0.84702;1000;511;515
0.84802;1000;510;516
0.84902;1000;510;515
0.85002;1000;511;513
0.85102;1000;512;515
0.85202;1000;510;515
0.85302;1000;504;514
0.85402;1000;501;516
0.85502;1000;499;514
0.85602;1000;499;513
0.85702;1000;501;518
0.85802;1000;503;514
0.85902;1000;504;516
0.86002;1000;506;513
0.86102;1000;508;515
0.86202;1000;509;515
0.86302;1000;508;515
0.86402;1000;508;515
0.86502;1000;507;513
0.86602;1000;507;513
0.86702;1000;507;517
0.86802;1000;507;515
0.86902;1000;506;515
0.87002;1000;504;513
0.87102;1000;502;515
0.87202;1000;500;516
0.87302;1000;498;516
0.87402;1000;498;516
0.87502;1000;499;514
0.87602;1000;500;515
0.87702;1000;503;515
0.87802;1000;507;515
0.87902;1000;512;516
0.88002;1000;515;513
0.88102;1000;515;514
0.88202;1000;515;515
0.88302;1000;515;515
0.88402;1000;513;514
0.88502;1000;512;514
0.88602;1000;512;518
0.88702;1000;511;512
0.88802;1000;510;517
0.88902;1000;508;515
0.89002;1000;507;513
0.89102;1000;505;517
0.89202;1000;504;514
0.89302;1000;501;513
0.89402;1000;498;513
0.89502;1000;498;511
0.89602;1000;499;514
0.89702;1000;502;515
0.89802;1000;505;514
0.89902;1000;510;514
0.90002;1000;513;513
0.90102;1000;515;514
0.90202;1000;517;514
0.90302;1000;518;513
0.90402;1000;518;513
0.90502;1000;516;511
0.90602;1000;514;515
0.90702;1000;513;512
0.90802;1000;512;512
0.90902;1000;511;513
0.91002;1000;508;511
0.91102;1000;507;512
0.91202;1000;505;513
0.91302;1000;504;513
0.91402;1000;504;513
0.91502;1000;507;512
0.91602;1000;509;512
0.91702;1000;511;515
0.91802;1000;512;513
0.91902;1000;513;516
0.92002;1000;513;511
0.92102;1000;511;512
0.92202;1000;511;515
0.92302;1000;510;514
0.92402;1000;512;513
0.92502;1000;514;514
0.92602;1000;515;515
0.92702;1000;512;515
0.92802;1000;506;516
0.92902;1000;500;516
0.93002;1000;496;513
0.93102;1000;492;513
0.93202;1000;490;517
0.93302;1000;487;515
0.93402;1000;482;515
0.93502;1000;477;513
0.93602;1000;472;513
0.93702;1000;471;516
0.93802;1000;472;515
0.93902;1000;477;516
0.94002;1000;481;514
0.94102;1000;483;516
0.94202;1000;485;516
0.94302;1000;487;516
0.94402;1000;488;515
0.94502;1000;494;514
0.94602;1000;503;514
0.94702;1000;515;518
0.94802;1000;529;516
0.94902;1000;542;516
0.95002;1000;551;515
0.95102;1000;561;518
0.95202;1000;570;516
0.95302;1000;581;517
0.95402;1000;593;517
0.95502;1000;610;514
0.95602;1000;630;515
0.95702;1000;651;516
0.95802;1000;667;515
0.95902;1000;683;516
0.96002;1000;700;514
0.96102;1000;716;515
0.96202;1000;728;516
0.96302;1000;737;515
0.96402;1000;747;516
0.96502;1000;759;515
0.96602;1000;771;518
0.96702;1000;781;513
0.96802;1000;789;517
0.96902;1000;792;514
0.97002;1000;791;514
0.97102;1000;787;515
0.97202;1000;778;515
0.97302;1000;766;515
0.97402;1000;746;515
0.97502;1000;723;513
0.97602;1000;697;515
0.97702;1000;668;515
0.97802;1000;636;515
0.97902;1000;604;515
0.98002;1000;576;513
0.98102;1000;554;515
0.98202;1000;536;516
0.98302;1000;522;514
0.98402;1000;510;519
0.98502;1000;496;514
0.98602;1000;484;514
0.98702;1000;476;519
0.98802;1000;472;515
0.98902;1000;467;516
0.99002;1000;463;513
0.99102;1000;459;515
0.99202;1000;455;516
0.99302;1000;451;515
0.99402;1000;449;515
0.99502;1000;448;513
0.99602;1000;448;513
0.99702;1000;450;517
0.99802;1000;453;515
0.99902;1000;457;517
1;1000;460;515
1.001;1000;460;515
1.002;1000;459;516
1.003;1000;458;516
1.004;1000;456;516
1.005;1000;455;514
1.006;1000;458;515
1.007;1000;460;515
1.008;1000;461;516
1.009;1000;460;515
1.01;1000;457;514
1.011;1000;454;516
1.012;1000;453;516
1.013;1000;453;515
1.014;1000;454;516
1.015;1000;457;515
1.016;1000;461;514
1.017;1000;464;518
1.018;1000;467;515
1.019;1000;467;516
1.02;1000;469;514
1.021;1000;472;515
1.022;1000;473;516
1.023;1000;473;515
1.024;1000;473;516
1.025;1000;473;513
1.026;1000;473;516
1.027;1000;473;516
1.028;1000;471;516
1.029;1000;468;515
1.03;1000;465;515
1.031;1000;464;519
1.032;1000;463;513
1.033;1000;464;518
1.034;1000;466;515
1.035;1000;468;515
1.036;1000;471;516
1.037;1000;474;515
1.038;1000;478;516
1.039;1000;481;515
1.04;1000;484;513
1.041;1000;486;515
1.042;1000;487;515
1.043;1000;487;516
1.044;1000;484;515
1.045;1000;483;514
1.046;1000;481;516
1.047;1000;480;516
1.048;1000;479;515
1.049;1000;479;515
1.05;1000;478;514
1.051;1000;477;513
1.052;1000;476;517
1.053;1000;476;515
1.054;1000;477;518
1.055;1000;478;514
1.056;1000;479;516
1.057;1000;481;514
1.058;1000;483;519
1.059;1000;487;517
1.06;1000;489;515
1.061;1000;490;515
1.062;1000;492;517
1.063;1000;493;518
1.064;1000;495;518
1.065;1000;496;515
1.066;1000;497;518
1.067;1000;499;516
1.068;1000;500;516
1.069;1000;499;515
1.07;1000;495;514
1.071;1000;492;516
1.072;1000;489;516
1.073;1000;488;516
1.074;1000;489;515
1.075;1000;490;514
1.076;1000;491;515
1.077;1000;492;518
1.078;1000;493;515
1.079;1000;494;518
1.08;1000;496;513
1.081;1000;500;515
1.082;1000;503;516
1.083;1000;505;515
1.084;1000;506;515
1.085;1000;506;513
1.086;1000;505;515
1.087;1000;504;515
1.088;1000;503;515
1.089;1000;503;515
1.09;1000;502;513
1.091;1000;499;515
1.092;1000;497;515
1.093;1000;496;514
1.094;1000;494;516
1.095;1000;495;514
1.096;1000;495;513
1.097;1000;496;517
1.098;1000;499;514
1.099;1000;502;516
1.1;1000;505;512
1.101;1000;508;514
1.102;1000;511;515
1.103;1000;514;514
1.104;1000;514;515
1.105;1000;513;513
1.106;1000;511;514
1.107;1000;509;515
1.108;1000;508;514
1.109;1000;507;514
1.11;1000;504;513
1.111;1000;500;515
1.112;1000;499;513
1.113;1000;499;517
1.114;1000;500;514
1.115;1000;501;513
1.116;1000;502;515
1.117;1000;505;515
1.118;1000;509;516
1.119;1000;513;516
1.12;1000;517;514
1.121;1000;518;515
1.122;1000;517;513
